left_ear,right_ear,l_pupil_dist,l_pupil_dx,l_pupil_dy,r_pupil_dist,r_pupil_dx,r_pupil_dy,pitch,yaw,roll,label
0.35990704178174304,0.3478612665658498,0.2244615892971452,-0.2180820096049822,-0.05313419008936466,0.13499994457066275,0.11379087707233794,-0.0726403560645877,90,33.85042189438167,-9.66760782646139,1
0.3676877447257184,0.31353460254401694,0.1548249391085579,-0.14321213525637178,-0.05883065599905665,0.13879818854193843,0.12916756527614537,-0.05080036636832662,90,31.8847092500817,-10.241554214046896,1
0.32819467593286356,0.3140917944148019,0.2873969153080303,-0.2837215595027365,-0.04581553886953966,0.08927021204382271,0.006174082553604342,-0.08905645099020254,90,32.58873394520548,-9.786535145584795,1
0.29115066396647005,0.29818038669968183,0.25638120008260573,-0.2525526224222747,-0.04414173380633168,0.06350582442238561,0.035146726793271604,-0.05289326357189537,90,32.69182695246517,-9.7940410133339,1
0.26214672275373396,0.25139265670804656,0.24462001475601486,-0.24226098884223474,-0.033890483980249714,0.33167824324586576,0.330613342474736,-0.026557010756984436,90,31.133015642359993,-10.117984430769855,1
0.30811480744512204,0.2534148536464317,0.21806672753386502,-0.21366253789858014,-0.043605246886891144,0.36362388111805183,0.36029492406575997,-0.049090677442905364,90,30.078493724076182,-10.89948359916344,1
0.27543927129885465,0.2357637482230773,0.22182790416700865,-0.21821241275394807,-0.0398868648458131,0.46357623694019984,0.4609858652457506,-0.04893832342104643,90,29.959098667830006,-10.628181547439675,1
0.3075551163913458,0.2529141400189121,0.2753679654324071,-0.2687469250269641,-0.060021718360396006,0.42529683429538634,0.42442736665866515,-0.027181017141900694,90,30.576550835934935,-10.431526409212402,1
0.3099787698706423,0.3258046553496094,0.20957351128373297,-0.20342774194465013,-0.05038065540556005,0.2221699184713107,0.21453403178149033,-0.05774618499197459,90,32.68371691982348,-10.412752921208691,1
0.29008431156560877,0.33217628356491286,0.16661448272395504,-0.15330352553362775,-0.06525653156835304,0.23600513615816726,0.23507923406370873,-0.020884875030871185,90,32.299618823300946,-10.295805816143394,1
0.3005126927253668,0.3204638302635647,0.12302459244449541,-0.11246818450920118,-0.04985938045481992,0.2199673661300162,0.21812292846115705,-0.028425872751870904,90,33.08633569473009,-9.208298017273728,1
0.281124910838673,0.3101684821256058,0.13643601256289048,-0.10982603694423754,-0.08095076981217768,0.2691942922000367,0.26766512162250056,-0.02865221841133333,90,33.116543871771285,-9.514360326732211,1
0.3210677093626122,0.3129111422548761,0.11235594224429943,-0.08617233142225088,-0.07209845390060803,0.28825113492063414,0.2850619415071429,-0.0427598677174268,90,32.715437740769204,-9.841785689021084,1
0.3386252938574162,0.3337461675136471,0.16932887740331373,-0.15294132040768263,-0.07267201135664962,0.18502070134882273,0.17883557089766872,-0.047439419361066784,90,33.11715099934481,-9.712881030023862,1
0.31231217275996315,0.31402559997573753,0.27336037533519403,-0.2640038922302575,-0.07090726119850313,0.11385481381079103,0.09720799100514152,-0.05927499567806158,90,33.88513229086246,-8.92012431483603,1
0.3162749711708529,0.2941883404704788,0.2864440168872234,-0.27906226524866773,-0.06460980517514436,0.101054302219526,-0.020164788152840337,-0.09902198400267673,90,31.485179617299732,-10.036955623549215,1
0.29019437464978776,0.2921736823178948,0.2553583907490413,-0.24890439409396667,-0.05704831572146023,0.10083308492356224,0.07081978147065829,-0.07177652518512247,90,31.53781838719109,-10.14593448043264,1
0.3073080935231744,0.3078153031181509,0.2878581005975747,-0.2852250733701522,-0.03884512325421009,0.08486830996721496,0.03263283233356892,-0.07834365507544601,90,32.46162479308609,-10.480478831533542,1
0.3272363616546888,0.29769800193127366,0.29940357298261466,-0.29732198164945195,-0.03524398874700203,0.10277638186475285,0.07012093096236055,-0.07514013381796285,90,31.439635793226206,-10.098657423878251,1
0.302277487722251,0.3071235915188373,0.2774332559717064,-0.27075917552397244,-0.06048702661431678,0.11057621018593788,0.06884791401476,-0.08652781630724843,90,31.541641064737867,-10.208620231736411,1
0.3222329139206949,0.3019291429391908,0.13213932151846053,-0.12089601810740155,-0.05333810173913131,0.20507062240473936,0.1953626419183769,-0.06234900413109441,90,31.438665770710273,-9.984592699749372,1
0.3411090459621323,0.30731118381989486,0.10292823625396613,-0.09172417315223877,-0.04670008434564531,0.20685860098024478,0.1972854118374444,-0.062200860730652764,90,31.95238641324883,-9.726676270146335,1
0.31214748635359646,0.3075924932273198,0.11630768341266672,-0.10744455651742542,-0.044532510546732955,0.24042331319151647,0.23520678808282103,-0.04981100647195307,90,31.603212271821523,-9.985989062571493,1
0.3189035809306471,0.30134923768787825,0.25739013060184895,-0.2543042734939035,-0.03973683195694893,0.1571981941207312,0.13203035169007257,-0.08531857047217115,90,33.13262303773788,-9.808389341328027,1
0.29003381782446325,0.3234945356656757,0.3166951189058704,-0.3126302507215614,-0.05057790696121246,0.08883638927056266,0.03519544550529033,-0.08156705630531899,90,32.67173760688387,-10.018580860663455,1
