left_ear,right_ear,l_pupil_dist,l_pupil_dx,l_pupil_dy,r_pupil_dist,r_pupil_dx,r_pupil_dy,pitch,yaw,roll,label
0.3343714077830552,0.293182020845416,0.0848228333049541,-0.0180875103207721,-0.0828719193712562,0.2347559391495604,0.208498151929238,-0.1078836021278698,0.0,0.0,0.0,1
0.3044268623326784,0.2847408107734493,0.0730577840750368,-0.04384826863987,-0.0584360261417603,0.2616245227990474,0.2309517878566916,-0.1229172999037443,0.0,0.0,0.0,1
0.2927242065315635,0.3271761250629925,0.1232436607062483,-0.1007421047143568,-0.0709931563039594,0.2011805893247003,0.1780774197628406,-0.0936058870565456,0.0,0.0,0.0,1
0.3044742984500727,0.3080164702477638,0.1537402077170399,-0.1373004058300949,-0.0691711647131216,0.1857401128805345,0.1603675332169296,-0.0937104253687425,0.0,0.0,0.0,1
0.1032694732275793,0.1293090685169522,0.0423816189119866,0.0397029372851914,-0.0148282970205287,0.334382593027662,0.3304875020628725,-0.0508893849456436,0.0,0.0,0.0,1
0.2715374131993466,0.2934862964183095,0.0499359008737527,-0.0056326920516245,-0.0496172044388317,0.2643761759615515,0.242402204461363,-0.1055269334735203,0.0,0.0,0.0,1
0.2890700589473322,0.3107932959989961,0.1017832108853588,-0.080674348818353,-0.0620602244667881,0.1884094382002411,0.1598143964403977,-0.0997871489387378,0.0,0.0,0.0,1
0.2916562482620043,0.3009345576768509,0.1489304875908287,-0.1340466013996521,-0.0648983727626878,0.2422726937147998,0.2177379236587284,-0.1062367860988412,0.0,0.0,0.0,1
0.3062091782020293,0.3005710147316476,0.1347336590387535,-0.1179943473520118,-0.0650422391292293,0.2314442636533071,0.2080704724928654,-0.1013564287779382,0.0,0.0,0.0,1
0.3004237756917326,0.3034620851526262,0.1617002294370864,-0.1502605295263724,-0.0597389108241901,0.2038952282434544,0.1698290531301733,-0.1128333142886405,0.0,0.0,0.0,1
0.3000293215709852,0.3064399363338749,0.1809255243558359,-0.1688663054348553,-0.0649477963615111,0.2158657404075053,0.1888933453656059,-0.1044859892917246,0.0,0.0,0.0,1
0.3085839598477818,0.2963121088003831,0.1616853523522566,-0.144418569696556,-0.0727009621124396,0.216377038052366,0.1942371137206255,-0.0953465586678188,0.0,0.0,0.0,1
0.301531700875544,0.326315688417271,0.1853697429265551,-0.1730691708891601,-0.0664003289178285,0.2038775884347788,0.170210533437889,-0.1122249765995533,0.0,0.0,0.0,1
0.3035096577606187,0.3144584538809611,0.1848535425459926,-0.1722124113488101,-0.0671842062484282,0.1941669762220066,0.1627029681722288,-0.1059648942015418,0.0,0.0,0.0,1
0.2963763605903592,0.3103372957498294,0.1530282411373125,-0.1357509731678176,-0.0706350895063489,0.2300346182163709,0.2056463432889241,-0.1030801002611344,0.0,0.0,0.0,1
0.3080295215324389,0.3052727553155483,0.0979676608142937,-0.0535803496264213,-0.0820171244273715,0.2733735395526277,0.251159440283205,-0.1079445583814175,0.0,0.0,0.0,1
0.2854739931238987,0.3037650786482192,0.0729826917744712,0.0243608326866989,-0.0687969703508674,0.3065541957221507,0.2855523768181237,-0.1115137435851519,0.0,0.0,0.0,1
0.2896992974579387,0.3023467920009495,0.0818309943524791,0.0502921383436026,-0.0645524008658346,0.2973971532330334,0.2747244756451827,-0.113892621501973,0.0,0.0,0.0,1
0.2881190663826853,0.3041504939445987,0.0849280054792145,0.0604832297961108,-0.0596200052675974,0.3286099859768001,0.3124827007938197,-0.1016812892732626,0.0,0.0,0.0,1
0.2950057193283899,0.308628581433921,0.0720461747914052,0.0388007835558697,-0.0607054404277265,0.3114638671808926,0.2948057113842071,-0.1004954381777016,0.0,0.0,0.0,1
0.3010619312423642,0.3131317738574132,0.0794829324291632,0.0432804578790876,-0.0666658721784651,0.3218795551059367,0.3019170443686774,-0.1115909777485517,0.0,0.0,0.0,1
0.2820795907185258,0.3249574676403358,0.0632605865756013,0.0356413308791183,-0.0522646854678602,0.3210579609299766,0.3060378293547881,-0.0970518484127118,0.0,0.0,0.0,1
0.2753921160813902,0.2735239607303149,0.2118777368403158,-0.205043257658233,-0.0533801260533693,0.1441744403552113,0.1208952876651756,-0.0785531582566406,0.0,0.0,0.0,1
0.0576489755970662,0.0165020223182218,0.1188965368135197,-0.1186193916222891,0.0081133468683801,0.2213274240745592,0.2211047177772851,-0.0099263499891389,0.0,0.0,0.0,0
0.0555544038708775,0.0272092242307454,0.1176612791363615,-0.1164976893598337,-0.0165065133151878,0.209690465792584,0.2090344952935193,-0.0165732079482068,0.0,0.0,0.0,0
0.0426652504422575,0.0207937635633425,0.1012125566908649,-0.1011739855178674,-0.0027939732160297,0.2051157773229421,0.2022749032472686,-0.0340197828197488,0.0,0.0,0.0,0
0.0433388258752635,0.0334905596756284,0.1193556135322631,-0.1173849180380921,-0.0215996180256353,0.1576606297324355,0.1569377862761529,-0.0150799670546286,0.0,0.0,0.0,0
0.0354549408699625,0.0250793134097832,0.1161078832020123,-0.115606632110597,-0.0107771588880006,0.2007193765647436,0.2005670511154738,-0.0078183204962614,0.0,0.0,0.0,0
0.0596806458181141,0.0365855872849122,0.1299960789568343,-0.1289734562340326,-0.0162735408316562,0.1234335270676974,0.1219012502260937,-0.0193886770484035,0.0,0.0,0.0,0
0.0341203845568643,0.0266666791054129,0.1164501625227039,-0.1149011094316691,-0.0189308056599753,0.2137714684321731,0.2106179587965833,-0.0365830035400089,0.0,0.0,0.0,0
0.0494418703462175,0.0344677071227739,0.1263588155504757,-0.1242948919585453,-0.022744891741503,0.1751582479726691,0.1706106611287421,-0.0396536775352374,0.0,0.0,0.0,0
0.0199545565384771,0.0447232404184866,0.1271817614435921,-0.1266592048049419,-0.0115172167677151,0.1730571532405899,0.1681794428764075,-0.0407977117191416,0.0,0.0,0.0,0
0.0106804844781316,0.0305967812022186,0.1486735284873937,-0.1486274411052072,-0.003701597413283,0.0863727500125386,0.0844869245252195,-0.01795025150237,0.0,0.0,0.0,0
0.2451054900372901,0.2517594358038555,0.3117927554738448,-0.3095539215912284,-0.0372973456624515,0.0557667003463053,0.0014865015374026,-0.0557468849416172,0.0,0.0,0.0,0
0.2618349681548093,0.2666237482845273,0.3976162469630538,-0.3955942186552505,-0.0400486456141287,0.0814341112587874,-0.0627949284594304,-0.0518489289791369,0.0,0.0,0.0,0
0.2452383693043749,0.2702239657873083,0.3881398088392069,-0.3860553339785503,-0.0401720090665886,0.0853436394218243,-0.0573507190121207,-0.063201517533641,0.0,0.0,0.0,0
0.2823245200576203,0.2924889944605918,0.3489615409638955,-0.3446013210035757,-0.0549916960502861,0.0889650453826336,-0.0551364634817394,-0.0698194077220716,0.0,0.0,0.0,0
0.3239393142222954,0.3035013915354545,0.0885317068728043,0.0393013395968503,-0.0793301192971824,0.3153467062589498,0.2927772033858881,-0.11715397699569,0.0,0.0,0.0,0
0.3393453058220848,0.328015933166245,0.0929276521517498,0.03955354148462,-0.0840896301006316,0.3575703429800013,0.3354879423697113,-0.1237109158618308,0.0,0.0,0.0,0
0.3342980256868629,0.3299400928751401,0.0983920364549454,0.0469695201561215,-0.0864572554159278,0.3465129250610675,0.3314621711955408,-0.1010150300733262,0.0,0.0,0.0,0
0.3504975112971707,0.3116574573574117,0.0888491223762982,0.0245564588779099,-0.0853882127369811,0.3666922450078755,0.3585494276194643,-0.0768473194241046,0.0,0.0,0.0,0
0.3159171494029714,0.2941346151308305,0.0824126152545309,0.0043681427365852,-0.0822967707879487,0.3186744627945795,0.2978557830481809,-0.1132931848884513,0.0,0.0,0.0,0
0.3248514519503455,0.3306368113734009,0.1059596566277514,0.0522974380938471,-0.0921543639850616,0.3336235250305231,0.3221763776864136,-0.0866431654237856,0.0,0.0,0.0,0
0.2482631952043393,0.2507509436723742,0.239650101809837,-0.2376973048584927,-0.0305313373515477,0.0495195607990818,0.0239759014454157,-0.0433283169718565,0.0,0.0,0.0,0
0.2152133156653288,0.203903679753779,0.2617897182599291,-0.2580863147728564,-0.0438783627039472,0.0901546528829126,0.0681536745571771,-0.0590164221280216,0.0,0.0,0.0,0
0.2235110924345304,0.2406467595707062,0.2406692872642096,-0.2356986198037912,-0.0486607280550804,0.0751433440933752,0.0512091966341234,-0.0549921843685361,0.0,0.0,0.0,0
0.2207290111500078,0.2560873295720026,0.2396650569603621,-0.2326816328147893,-0.0574334160437735,0.1150670740449029,0.0947499919561862,-0.0652906620701445,0.0,0.0,0.0,0
0.2419916121350185,0.2246398008813729,0.1798931372801439,-0.1719731037655236,-0.0527900788192738,0.1793311715657979,0.1584361937989532,-0.0840097707987718,0.0,0.0,0.0,1
0.2647209370385533,0.2555213164890892,0.1417847303854484,-0.128208548230933,-0.0605431906244692,0.1915814604253976,0.1654145327652361,-0.0966513752038056,0.0,0.0,0.0,1
0.2620780867914212,0.267784423877847,0.1300477025090625,-0.1190074429984026,-0.0524369472687683,0.2039767985113742,0.1725469081539017,-0.1087846442172734,0.0,0.0,0.0,1
0.2729082098401387,0.2567198038969937,0.1571400653102913,-0.1445052446478561,-0.0617351957556292,0.2173361057631115,0.184110934442853,-0.1154908943893582,0.0,0.0,0.0,1
